Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Rent Car By Category,,,2018-06-26 08:59:38,2018-06-26 09:00:16,38.227s,FAILED
,,,,,,
Test Cases/Mobile/Android/User/SC99 Regression/TC04 Login biasa with email,,,2018-06-26 08:59:39,2018-06-26 09:00:12,33.151s,FAILED
startApplication,,Buka browser,2018-06-26 08:59:39,2018-06-26 09:00:12,32.356s,FAILED
,,,,,,
Test Cases/Mobile/Android/Owner/SC99 Regression/TC02 Rent New Car,,,2018-06-26 09:00:12,2018-06-26 09:00:13,1.503s,FAILED
startApplication,,,2018-06-26 09:00:12,2018-06-26 09:00:12,0.004s,NOT_RUN
scrollToText,,,2018-06-26 09:00:12,2018-06-26 09:00:13,1.010s,FAILED
