Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Register dan Login,,,2018-11-08 15:43:43,2018-11-08 15:45:01,1m - 18.527s,PASSED
,,,,,,
Test Cases/Mobile/Android/User/SC99 Regression/TC08 Login with google,,,2018-11-08 15:43:44,2018-11-08 15:45:01,1m - 17.541s,PASSED
startApplication,,Open apps on phone,2018-11-08 15:43:45,2018-11-08 15:44:39,53.775s,PASSED
tap,,Tap button next,2018-11-08 15:44:39,2018-11-08 15:44:43,4.529s,PASSED
Statement - For (def index : (1..2)),,Tap button arrow next untuk baca tutorial,2018-11-08 15:44:43,2018-11-08 15:44:46,2.740s,PASSED
tap,,Tap button skip,2018-11-08 15:44:46,2018-11-08 15:44:48,2.272s,PASSED
tap,,Tap button continue with google,2018-11-08 15:44:48,2018-11-08 15:44:51,2.432s,PASSED
tap,,Select account google dan redirect ke homepage,2018-11-08 15:44:51,2018-11-08 15:44:54,3.547s,PASSED
delay,,,2018-11-08 15:44:54,2018-11-08 15:44:59,5.086s,PASSED
closeApplication,,,2018-11-08 15:44:59,2018-11-08 15:45:01,2.015s,PASSED
