Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Reservation From Advanced Search Rental City or Region,,,2018-11-13 13:48:45,2018-11-13 13:53:51,5m - 6.184s,PASSED
,,,,,,
Test Cases/Mobile/Android/User/SC99 Regression/TC04 Login with email,,,2018-11-13 13:48:46,2018-11-13 13:50:03,1m - 16.546s,PASSED
startApplication,,Open apps on phone,2018-11-13 13:48:48,2018-11-13 13:49:37,49.156s,PASSED
tap,,Tap button next,2018-11-13 13:49:37,2018-11-13 13:49:41,4.591s,PASSED
Statement - For (def index : (1..2)),,Tap button arrow next untuk baca tutorial,2018-11-13 13:49:41,2018-11-13 13:49:44,2.745s,PASSED
tap,,Tap button skip,2018-11-13 13:49:44,2018-11-13 13:49:46,2.248s,PASSED
tap,,Tap button login,2018-11-13 13:49:46,2018-11-13 13:49:48,1.640s,PASSED
setText,,Input email user,2018-11-13 13:49:48,2018-11-13 13:49:49,1.263s,PASSED
tap,,Tap button next,2018-11-13 13:49:49,2018-11-13 13:49:52,2.829s,PASSED
setText,,Input password user,2018-11-13 13:49:52,2018-11-13 13:49:53,1.171s,PASSED
delay,,,2018-11-13 13:49:53,2018-11-13 13:49:54,1.076s,PASSED
hideKeyboard,,Hide keyboard on phone,2018-11-13 13:49:54,2018-11-13 13:49:56,1.885s,PASSED
tap,,Submit form dan redirect ke homepage,2018-11-13 13:49:56,2018-11-13 13:49:58,1.681s,PASSED
delay,,,2018-11-13 13:49:58,2018-11-13 13:50:03,5.003s,PASSED
,,,,,,
Test Cases/Mobile/Android/Homepage/SC99 Regression/TC01 Search car use search bar rental city atau region,,,2018-11-13 13:50:03,2018-11-13 13:50:18,14.988s,PASSED
callTestCase,,,2018-11-13 13:50:04,2018-11-13 13:50:04,0.003s,NOT_RUN
tap,,Tap car rental citiy atau region,2018-11-13 13:50:04,2018-11-13 13:50:05,1.716s,PASSED
setText,,Mencari city or region jabodetabek,2018-11-13 13:50:05,2018-11-13 13:50:07,1.885s,PASSED
tap,,Memilih city or region jabodetabek,2018-11-13 13:50:07,2018-11-13 13:50:09,2.189s,PASSED
tap,,Memilih car only,2018-11-13 13:50:09,2018-11-13 13:50:11,1.388s,PASSED
tap,,Next untuk select dates,2018-11-13 13:50:11,2018-11-13 13:50:13,2.121s,PASSED
delay,,Delay untuk select date,2018-11-13 13:50:13,2018-11-13 13:50:18,5.003s,PASSED
tap,,Mencari car dengan ketentuan yang telah dipilih,2018-11-13 13:50:18,2018-11-13 13:50:18,0.003s,NOT_RUN
delay,,,2018-11-13 13:50:18,2018-11-13 13:50:18,0.003s,NOT_RUN
,,,,,,
Test Cases/Mobile/Android/Homepage/SC99 Regression/TC02 Advanced Search Car Use Search Bar Rental City atau Region,,,2018-11-13 13:50:18,2018-11-13 13:50:28,9.801s,PASSED
callTestCase,,,2018-11-13 13:50:18,2018-11-13 13:50:18,0.002s,NOT_RUN
tap,,Menampilkan option advance search,2018-11-13 13:50:18,2018-11-13 13:50:20,1.896s,PASSED
tap,,Mencari car sesuai pilihan advance search,2018-11-13 13:50:20,2018-11-13 13:50:23,2.315s,PASSED
delay,,,2018-11-13 13:50:23,2018-11-13 13:50:28,5.002s,PASSED
,,,,,,
Test Cases/Mobile/Android/Product/SC99 Regression/TC14 Sort and filter list cars,,,2018-11-13 13:50:28,2018-11-13 13:51:41,1m - 13.196s,PASSED
callTestCase,,,2018-11-13 13:50:28,2018-11-13 13:50:28,0.002s,NOT_RUN
tap,,Menampilkan option sort & filter,2018-11-13 13:50:28,2018-11-13 13:50:30,1.795s,PASSED
tap,,Menampilkan dropdown option list sort by,2018-11-13 13:50:30,2018-11-13 13:50:32,1.763s,PASSED
delay,,Delay untuk select sort by,2018-11-13 13:50:32,2018-11-13 13:50:37,5.003s,PASSED
tap,,Select bintang 1,2018-11-13 13:50:37,2018-11-13 13:50:38,1.228s,PASSED
tap,,Select bintang 2,2018-11-13 13:50:38,2018-11-13 13:50:39,1.307s,PASSED
tap,,Select bintang 3,2018-11-13 13:50:39,2018-11-13 13:50:41,1.130s,PASSED
tap,,Select bintang 4,2018-11-13 13:50:41,2018-11-13 13:50:42,1.146s,PASSED
tap,,Select bintang 5,2018-11-13 13:50:42,2018-11-13 13:50:43,1.143s,PASSED
delay,,Delay untuk select price range,2018-11-13 13:50:43,2018-11-13 13:50:48,5.003s,PASSED
Statement - For (def index : (1..4)),,Looping untuk menentukan jumlah seat,2018-11-13 13:50:48,2018-11-13 13:50:53,4.839s,PASSED
tap,,Select plate number even,2018-11-13 13:50:53,2018-11-13 13:50:54,1.191s,PASSED
tap,,Select plate number odd,2018-11-13 13:50:54,2018-11-13 13:50:55,1.185s,PASSED
scrollToText,,,2018-11-13 13:50:55,2018-11-13 13:50:59,4.370s,PASSED
tap,,Select facilities life insurance,2018-11-13 13:50:59,2018-11-13 13:51:01,1.247s,PASSED
tap,,Select facilities wifi,2018-11-13 13:51:01,2018-11-13 13:51:04,2.798s,PASSED
tap,,Select car categories commercial,2018-11-13 13:51:04,2018-11-13 13:51:05,1.255s,PASSED
